PostId,PostCreationDate,OwnerUserId,OwnerCreationDate,ReputationAtPostCreation,OwnerUndeletedAnswerCountAtPostTime,Title,BodyMarkdown,Tag1,Tag2,Tag3,Tag4,Tag5,PostClosedDate,OpenStatus
181892,10/08/2008 09:04:06,25541,10/06/2008 16:13:24,31,1,,,libusb,linux,usb,,,,open
181898,10/08/2008 09:07:39,26069,10/08/2008 09:07:39,1,0,,,apache,lighttpd,,,,,open
181909,10/08/2008 09:10:52,8741,09/15/2008 16:46:16,163,10,,,sql-server,database,,,,,open
181977,10/08/2008 09:53:40,20400,09/22/2008 12:12:36,819,53,,,eclipse,visual-studio,ide,,,,open
182011,10/08/2008 10:10:19,24775,10/03/2008 10:45:45,6,0,,,.net,datatable,casting,,,,open
182018,10/08/2008 10:13:27,15878,09/17/2008 13:18:18,68,5,,,file,output,sorting,resultset,,,open
182073,10/08/2008 10:39:57,4023,09/01/2008 12:30:39,161,9,,,oracle,10g,logging,java,jdbc,,open
182082,10/08/2008 10:42:19,11802,09/16/2008 11:28:04,272,14,,,vb.net,data-binding,,,,,open
182101,10/08/2008 10:48:37,16989,09/17/2008 23:43:12,71,4,,,sql2000,database,mirror,,,,open
182160,10/08/2008 11:05:21,578,08/06/2008 22:07:45,248,22,,,spring-security,login,listener,,,,open
182197,10/08/2008 11:12:55,15369,09/17/2008 08:43:27,899,51,,,python,pywin32,watch,file,change,,open
182262,10/08/2008 11:34:52,26108,10/08/2008 11:34:52,1,0,,,oracle,constraints,triggers,,,,open
182287,10/08/2008 11:39:57,6681,09/15/2008 12:29:11,293,9,,,php,mysql,pdo,,,,open
182306,10/08/2008 11:44:18,17443,09/18/2008 09:11:16,3,1,,,thermal-printer,c#,coldfusion,embedded,,,open
182372,10/08/2008 12:01:07,8479,09/15/2008 16:07:11,331,15,,,c#,event-log,.net,testing,,,open
182436,10/08/2008 12:17:33,1755,08/18/2008 12:47:06,193,29,,,sql,sql-server,validation,schema,,,open
182519,10/08/2008 12:39:11,2309,08/21/2008 15:09:37,281,21,,,ant,java,regexp,,,,open
182553,10/08/2008 12:48:31,26049,10/08/2008 07:06:07,18,1,,,silverlight,theming,,,,,open
182592,10/08/2008 12:58:10,5349,09/09/2008 10:14:39,171,6,,,perl,mysql,,,,,open
182600,10/08/2008 12:59:56,1533,08/16/2008 12:20:13,510,37,,,performance,readability,conventions,,,,open
182627,10/08/2008 13:05:37,22284,09/25/2008 17:26:42,93,1,,,asp.net,interview-questions,,,,,open
182637,10/08/2008 13:07:40,12182,09/16/2008 13:30:15,21,8,,,linux,windows,windows-vista,ubuntu,boot,,open
182707,10/08/2008 13:19:33,22294,09/25/2008 17:40:31,199,16,,,wpf,design-patterns,,,,,open
182721,10/08/2008 13:23:36,2797,08/25/2008 07:48:49,883,37,,,java,spring,hibernate,sequences,,,open
182739,10/08/2008 13:27:19,446104,09/15/2008 13:10:03,791,41,,,wxwidgets,c++,wxglade,,,,open
182876,10/08/2008 13:53:53,24550,10/02/2008 16:04:29,28,10,,,java,ibm,websphere,java-ee,web-services,,open
182993,10/08/2008 14:14:17,4431,09/03/2008 18:12:05,161,11,,,c#,asp.net-mvc,iis,,,,open
183039,10/08/2008 14:25:45,3533,08/29/2008 01:37:10,193,3,,,ruby,prawn,,,,,open
183042,10/08/2008 14:26:20,7883,09/15/2008 14:37:57,829,63,,,sqlalchemy,python,orm,,,,open
183062,10/08/2008 14:30:27,8741,09/15/2008 16:46:16,180,11,,,css,styling,,,,,open
183075,10/08/2008 14:33:27,4639,09/04/2008 23:07:22,354,3,,,eclipse,pdt,,,,,open
183115,10/08/2008 14:42:39,3757,08/30/2008 15:17:20,361,24,,,apache,,,,,,open
183353,10/08/2008 15:22:00,4228,09/02/2008 13:12:45,566,20,,,vb6,arrays,,,,,open
183462,10/08/2008 15:46:49,6833,09/15/2008 12:41:43,18,4,,,ruby,ruby-on-rails,groovy,grails,,,open
183479,10/08/2008 15:50:06,11921,09/16/2008 12:21:07,1,1,,,c#,.net,,,,,open
183524,10/08/2008 15:59:39,25333,10/05/2008 21:12:24,153,6,,,ddd,ddd-repositories,nhibernate,c#,.net,,open
183606,10/08/2008 16:17:28,12193,09/16/2008 13:32:36,496,13,,,c++,stl,,,,,open
183622,10/08/2008 16:21:47,23420,09/29/2008 12:12:26,31,2,,,bourne,shell,linux,,,,open
183636,10/08/2008 16:25:26,19982,09/21/2008 15:48:06,1,0,,,c#,wpf,,,,,open
183656,10/08/2008 16:30:12,9516,09/15/2008 19:02:22,362,15,,,signature,paper,iso,,,,open
183686,10/08/2008 16:34:02,648,08/07/2008 13:22:00,711,43,,,sql-server,transact-sql,,,,,open
183742,10/08/2008 16:47:01,572,08/06/2008 20:56:54,5777,316,,,sql,database-design,database,,,,open
183745,10/08/2008 16:47:49,4857,09/06/2008 03:07:01,555,40,,,persistence,tree-structures,filesystems,,,,open
183853,10/08/2008 17:16:35,4872,09/06/2008 09:14:55,1194,30,,,python,math,operators,syntax,,,open
183859,10/08/2008 17:18:19,439,08/05/2008 18:36:05,191,7,,,master-pages,relative-path,nesting,asp.net,,,open
183871,10/08/2008 17:21:52,5812,09/11/2008 13:00:29,421,26,,,linux,wireless,usb,fedora,,,open
183882,10/08/2008 17:24:44,1891,08/19/2008 05:37:52,395,13,,,compiler,project,,,,,open
183914,10/08/2008 17:33:08,16292,09/17/2008 15:59:00,159,15,,,php,arrays,,,,,open
183928,10/08/2008 17:36:51,21209,09/23/2008 16:03:51,30,3,,,php,subdomain,,,,,open
183932,10/08/2008 17:37:52,6010,09/11/2008 23:17:19,209,17,,,php,session,paypal,,,,open
183963,10/08/2008 17:47:18,13935,09/16/2008 21:21:49,53,5,,,oracleinternals,oracle,debugging,,,,open
184025,10/08/2008 18:02:54,10278,09/15/2008 22:05:56,126,14,,,agile,testing,project-management,design,,,open
184034,10/08/2008 18:04:00,24991,10/03/2008 21:00:30,26,0,,,.net,passing-information,,,,,open
184074,10/08/2008 18:14:07,18926,09/19/2008 14:55:03,152,6,,,visual-studio,debugging,,,,,open
184092,10/08/2008 18:16:44,18415,09/19/2008 01:08:20,199,7,,,emacs,tags,,,,,open
184195,10/08/2008 18:34:18,18177,09/18/2008 19:52:48,33,3,,,language-agnostic,somewhat-offtopic,,,,,open
184254,10/08/2008 18:48:00,7316,09/15/2008 13:32:01,5,2,,,asp.net,sql,parameters,objectdatasource,,,open
184265,10/08/2008 18:49:09,2260,08/21/2008 11:39:22,1457,100,,,encryption,pki,,,,,open
184272,10/08/2008 18:49:52,13227,09/16/2008 17:43:51,528,19,,,language-agnostic,patch,open-source,,,,open
184310,10/08/2008 18:56:41,13227,09/16/2008 17:43:51,538,19,,,language-agnostic,programmer-skills,,,,03/24/2011 12:43:34,off topic
184340,10/08/2008 19:01:55,25511,10/06/2008 14:53:07,94,6,,,windows,usability,winforms,windows-vista,,,open
184373,10/08/2008 19:08:01,1467,08/15/2008 17:35:39,317,27,,,rendering-engine,c++,gecko,webkit,,,open
184395,10/08/2008 19:14:04,21384,09/23/2008 21:22:52,107,7,,,php,php-framework,shared-hosting,best-implies-subjective,symfony,,open
184436,10/08/2008 19:24:35,10420,09/15/2008 23:01:25,11,2,,,ms-access,,,,,,open
184486,10/08/2008 19:35:41,19452,09/20/2008 02:33:41,71,11,,,.net,system.xml,xml,,,,open
184511,10/08/2008 19:41:50,5776,09/11/2008 11:06:20,8,1,,,wpf,gui,.net,,,,open
184550,10/08/2008 19:51:24,14755,09/17/2008 02:36:56,149,16,,,ruby-on-rails,upgrade,,,,,open
184641,10/08/2008 20:11:16,1585,08/16/2008 21:03:55,485,28,,,mysql,concat,tree,string,folders,,open
184710,10/08/2008 20:22:42,1447,08/15/2008 16:13:59,144,20,,,language-agnostic,copy,,,,,open
184729,10/08/2008 20:25:11,4766,09/05/2008 14:10:42,685,11,,,test-driven-developement,mocking,,,,,open
184742,10/08/2008 20:29:11,26278,10/08/2008 20:29:11,1,0,,,python,content-management-system,,,,,open
184782,10/08/2008 20:39:59,6161,09/12/2008 17:53:07,278,19,,,asp.net,session,timeout,testing,,,open
184813,10/08/2008 20:45:03,4812,09/05/2008 18:05:35,23,2,,,.htaccess,linux,apache,,,,open
184840,10/08/2008 20:51:18,4764,09/05/2008 14:05:10,387,17,,,asp.net,session,com,interop,,,open
184863,10/08/2008 20:57:24,1412,08/15/2008 15:05:57,1572,62,,,java,equals,null,,,,open
184869,10/08/2008 20:58:04,2147,08/20/2008 15:14:13,3299,140,,,sql-server,guid,,,,,open
185069,10/08/2008 21:51:50,1048,08/11/2008 19:34:31,154,14,,,strategy,parent-child,,,,,open
185073,10/08/2008 21:53:23,26302,10/08/2008 21:53:23,1,0,,,aix,perl,c++,swig,,,open
185101,10/08/2008 22:04:36,13940,09/16/2008 21:22:57,440,13,,,xslt,ant,whitespace,newline,,,open
185112,10/08/2008 22:08:46,6007,09/11/2008 22:56:05,74,4,,,javascript,jquery,,,,,open
185114,10/08/2008 22:08:54,12448,09/16/2008 14:24:12,600,13,,,perl,syntax,,,,,open
185141,10/08/2008 22:19:29,1053,08/11/2008 22:17:55,758,66,,,.net,onpaint,,,,,open
185149,10/08/2008 22:21:17,21832,09/24/2008 19:02:33,6,0,,,internet-explorer-6,javascript,jsonp,xss,,,open
185158,10/08/2008 22:23:49,26300,10/08/2008 21:42:51,1,0,,,c#,licensing,copy-protection,,,12/06/2011 19:31:40,not constructive
185180,10/08/2008 22:32:05,19088,09/19/2008 17:09:30,101,8,,,java,jsf,seam,rest,,,open
185190,10/08/2008 22:38:34,12368,09/16/2008 14:07:10,31,2,,,css,asp.net,,,,,open
185236,10/08/2008 22:51:53,1615,08/17/2008 15:19:59,548,15,,,upload,mimetype,file-type,php,,,open
185262,10/08/2008 22:59:11,25820,10/07/2008 13:46:19,3,2,,,passwords,security,enterprise,,,,open
185307,10/08/2008 23:12:33,23663,09/30/2008 03:41:02,23,1,,,silverlight-2.0,,,,,,open
185311,10/08/2008 23:14:03,21966,09/25/2008 01:55:29,4,4,,,open,source,quality,,,,open
185312,10/08/2008 23:14:34,25210,10/05/2008 01:55:51,148,22,,,design,,,,,,open
185348,10/08/2008 23:28:02,18274,09/18/2008 21:30:01,11,3,,,windows,productivity,,,,,open
185358,10/08/2008 23:31:18,26311,10/08/2008 22:17:24,1,1,,,php,orm,,,,,open
185363,10/08/2008 23:35:06,637,08/07/2008 12:33:15,807,29,,,database,,,,,,open
185378,10/08/2008 23:42:27,4872,09/06/2008 09:14:55,1244,30,,,regex,python,,,,,open
185389,10/08/2008 23:46:30,22404,09/25/2008 21:16:09,1,0,,,python,mvc,model,structure,,,open
185420,10/08/2008 23:59:12,26327,10/08/2008 23:44:18,1,0,,,.net,webservices,,,,,open
185448,10/09/2008 00:12:02,14642,09/17/2008 01:42:04,2201,216,,,asp.net,design-patterns,,,,,open
185451,10/09/2008 00:13:25,7598,09/15/2008 14:02:17,865,16,,,unix,shell,bash,linux,,,open
185477,10/09/2008 00:25:47,26331,10/09/2008 00:17:44,1,0,,,flash,debugging,actionscript-3,,,,open
185521,10/09/2008 00:51:10,10088,09/15/2008 21:09:09,153,10,,,asp.net,data-binding,,,,,open
185542,10/09/2008 01:01:22,13469,09/16/2008 19:15:44,129,6,,,c#,logging,,,,10/26/2011 13:36:57,not constructive
185563,10/09/2008 01:10:15,428965,09/17/2008 07:49:17,213,4,,,ldap,java,,,,,open
185575,10/09/2008 01:16:33,5769,09/11/2008 10:36:07,60,0,,,powershell,,,,,,open
185634,10/09/2008 01:49:49,1862,08/18/2008 23:53:20,3739,234,,,sql-server,sqlanalyzer,sqlprofiler,,,,open
185665,10/09/2008 02:05:28,15124,09/17/2008 06:17:51,1237,95,,,logging,parsing,sql,unix,microsoft,,open
185883,10/09/2008 03:53:40,9611,09/15/2008 19:21:17,1367,84,,,qt,visual-studio,c++,,,,open
185893,10/09/2008 04:04:03,4960,09/07/2008 02:07:20,378,30,,,java,heap,,,,,open
185962,10/09/2008 04:48:54,1463,08/15/2008 17:26:44,1059,58,,,excel-2007,,,,,,open
185966,10/09/2008 04:53:08,9021,09/15/2008 17:31:26,2965,99,,,jquery,javascript,,,,,open
186004,10/09/2008 05:28:33,24416,10/02/2008 07:30:12,29,0,,,c++,windows,events,listen,,,open
186015,10/09/2008 05:31:27,25910,10/07/2008 18:30:43,11,1,,,unix,linux,grep,recursion,,,open
186037,10/09/2008 05:40:45,25368,10/06/2008 01:10:51,6,0,,,validation,,,,,,open
186073,10/09/2008 06:02:40,1473493,08/18/2008 20:04:30,295,18,,,directx,c++,resources,,,,open
186084,10/09/2008 06:07:49,18681,09/19/2008 09:24:14,641,51,,,c#,console,application,timer,,,open
186244,10/09/2008 07:22:57,1918,08/19/2008 14:12:41,24,1,,,javascript,prototype-based,,,,,open
186264,10/09/2008 07:31:27,11249,09/16/2008 06:34:23,221,23,,,html5,design,,,,10/05/2011 05:54:41,too localized
186291,10/09/2008 07:44:31,192,08/03/2008 10:15:38,471,34,,,.net,c#,partial-classes,,,,open
186328,10/09/2008 07:58:55,17235,09/18/2008 04:57:43,502,30,,,.net,ado.net,datatable,iteration,performance,,open
186345,10/09/2008 08:05:20,6399,09/15/2008 09:03:18,114,11,,,asp.net,javascript,suggest,autofilter,,,open
186392,10/09/2008 08:23:02,1709,08/18/2008 07:05:30,1902,110,,,documentation,sql,database,relational,,,open
186396,10/09/2008 08:24:27,9470,09/15/2008 18:55:14,91,7,,,vrml,.net,information-display,visualization,3d,,open
186493,10/09/2008 09:12:51,253,08/04/2008 05:38:52,118,3,,,linux,mono,c#,daemon,,,open
186496,10/09/2008 09:15:11,16542,09/17/2008 18:11:54,206,24,,,java,resources,list,war,,,open
186569,10/09/2008 09:44:28,4639,09/04/2008 23:07:22,361,3,,,flash,windows,osx,unix,linux,,open
186600,10/09/2008 09:58:30,986,08/11/2008 12:13:30,2286,121,,,vs2008,silverlight-2-rc0,exception,multithreading,,,open
186601,10/09/2008 09:58:42,26447,10/09/2008 09:58:42,1,0,,,microsoft,elearning,,,,,open
186619,10/09/2008 10:06:43,19863,09/21/2008 06:08:39,297,9,,,unit-testing,,,,,,open
186718,10/09/2008 10:49:34,9077,09/15/2008 17:39:16,281,17,,,delphi,exception,,,,,open
186737,10/09/2008 10:55:05,11766,09/16/2008 11:02:26,21,1,,,windows-xp,,,,,10/21/2011 15:46:39,off topic
186822,10/09/2008 11:27:14,17519,09/18/2008 10:32:28,81,12,,,c#,debugging,console,,,,open
186840,10/09/2008 11:33:05,25487,10/06/2008 13:13:58,3,0,,,download,http-headers,,,,,open
186876,10/09/2008 11:44:34,26107,10/08/2008 11:31:38,21,0,,,jquery,cross-browser,,,,,open
186883,10/09/2008 11:45:21,15638,09/17/2008 11:31:51,11,2,,,erlang,deployment,,,,,open
186894,10/09/2008 11:50:44,231,08/03/2008 19:35:19,729,43,,,c#,webrequest,,,,,open
186900,10/09/2008 11:51:50,5058,09/07/2008 16:00:39,899,34,,,software-tools,web-server,,,,,open
186964,10/09/2008 12:07:08,24097,10/01/2008 11:20:38,33,2,,,java,api,anti-patterns,,,,open
187003,10/09/2008 12:20:11,20714,09/22/2008 20:12:38,34,7,,,workitem,timesheet,logging,json,,,open
187006,10/09/2008 12:20:36,12948,09/16/2008 16:22:00,176,7,,,wcf,silverlight,.net,,,,open
187046,10/09/2008 12:32:48,26479,10/09/2008 12:32:48,1,0,,,sourcecontrol,codecoverage,svn,ncover,,,open
187057,10/09/2008 12:36:02,25893,10/07/2008 17:50:34,25,1,,,c++,opengl,,,,,open
187100,10/09/2008 12:47:48,22114,09/25/2008 11:37:45,311,46,,,c#,,,,,,open
187125,10/09/2008 12:54:30,1166,08/13/2008 09:06:10,306,23,,,c#,unit-testing,nunit,membership,.net,,open
187137,10/09/2008 12:58:26,4196,09/02/2008 09:34:40,60,4,,,sql,codeigniter,database,,,,open
187155,10/09/2008 13:03:30,1042,08/11/2008 18:02:48,526,50,,,installshield,basic-msi,optimization,,,,open
187188,10/09/2008 13:12:00,26488,10/09/2008 12:58:59,1,0,,,java,jsp,include,jspinclude,,,open
187189,10/09/2008 13:12:41,18907,09/19/2008 14:34:02,921,57,,,.net,using,response.redirect,,,,open
187195,10/09/2008 13:15:22,24039,10/01/2008 07:42:25,633,42,,,apache,mod-python,httpd,,,,open
187231,10/09/2008 13:24:26,10913,09/16/2008 02:56:42,31,1,,,xml,xpath,,,,,open
187380,10/09/2008 13:58:41,23899,09/30/2008 19:25:49,56,2,,,ruby,smalltalk,ruby-on-rails,seaside,versus,,open
187434,10/09/2008 14:09:05,13990,09/16/2008 21:38:06,2226,137,,,cherrypy,ssl,python,,,,open
187454,10/09/2008 14:12:48,4497,09/04/2008 08:49:10,27,3,,,svn,,,,,,open
187526,10/09/2008 14:28:19,26510,10/09/2008 14:28:19,1,0,,,ubuntu,gnome,,,,,open
187535,10/09/2008 14:29:57,2577,08/23/2008 03:18:09,1494,69,,,vs2008,visual-studio,sql-server,installation,,,open
187551,10/09/2008 14:35:48,5883,09/11/2008 14:59:51,96,6,,,asp.net,asmx,healthmonitoring,c#,,,open
187619,10/09/2008 14:54:31,572,08/06/2008 20:56:54,5849,318,,,javascript,,,,,,open
187655,10/09/2008 15:00:35,392,08/05/2008 12:29:07,1955,73,,,security,encryption,,,,,open
187669,10/09/2008 15:02:52,23402,09/29/2008 10:38:37,21,6,,,embedded,c,linker,,,,open
187713,10/09/2008 15:10:07,209,08/03/2008 13:54:19,159,9,,,c++,,,,,,open
187779,10/09/2008 15:22:13,12148,09/16/2008 13:22:12,78,10,,,iis,windows-xp,iis5,iis6,,,open
187799,10/09/2008 15:25:23,25807,10/07/2008 12:56:46,56,5,,,design-patterns,.net,unit-testing,,,,open
187838,10/09/2008 15:33:00,2806,08/25/2008 10:14:02,188,13,,,sql-server,sql,replication,compression,configuration,,open
187920,10/09/2008 15:53:14,14360,09/16/2008 23:24:31,1,0,,,sql2005,permissions,temporary-tables,stored-procedures,,,open
187960,10/09/2008 16:03:19,15124,09/17/2008 06:17:51,1266,104,,,database,data-mining,,,,,open
187983,10/09/2008 16:10:11,4337,09/02/2008 22:43:39,6212,241,,,c#,.net,task-manager,,,,open
188098,10/09/2008 16:35:59,11123,09/16/2008 05:18:28,78,4,,,vb.net,visual-studio-2008,,,,,open
188124,10/09/2008 16:42:26,25515,10/06/2008 15:01:43,61,13,,,asp.net,design,navigation,css,,,open
188127,10/09/2008 16:42:35,3654,08/29/2008 17:52:22,349,15,,,mysql,types,,,,,open
188138,10/09/2008 16:46:00,24950,10/03/2008 18:53:12,138,18,,,javascript,compression,website,php5,,,open
188176,10/09/2008 16:54:54,23238,09/28/2008 18:21:03,49,5,,,nlp,named-entity-recognition,java,,,,open
188191,10/09/2008 16:58:55,3161,08/27/2008 04:24:41,1,1,,,asp.net,ado.net,c#,,,,open
188233,10/09/2008 17:08:28,18793,09/19/2008 12:21:09,10,3,,,tomcat,java,servlets,error-handling,,,open
188245,10/09/2008 17:11:25,16371,09/17/2008 16:38:15,50,12,,,gogrid,mosso,web-hosting,,,,open
188248,10/09/2008 17:12:02,1816,08/18/2008 17:35:38,762,52,,,c#,listview,,,,,open
188250,10/09/2008 17:12:08,15396,09/17/2008 08:56:42,116,12,,,castle-activerecord,stored,procedure,,,,open
188373,10/09/2008 17:43:49,15050,09/17/2008 05:27:46,23,2,,,reporting-services,error-handling,,,,,open
188388,10/09/2008 17:48:27,16312,09/17/2008 16:07:37,41,3,,,eclipse,netbeans,java,junit,,,open
188389,10/09/2008 17:48:30,23772,09/30/2008 12:41:42,16,2,,,xsd,xmlschema,xml-schema,,,,open
188417,10/09/2008 17:58:56,5821,09/11/2008 13:22:47,8,0,,,pylons,nose,paster,unit-testing,,,open
188444,10/09/2008 18:06:51,115,08/02/2008 05:44:40,3220,235,,,python,ms-word,read-write,,,,open
188449,10/09/2008 18:07:53,1674,08/17/2008 22:51:33,275,33,,,c++,dependencies,,,,,open
188462,10/09/2008 18:11:15,5836,09/11/2008 13:41:27,222,16,,,ms-access,access2003,,,,,open
188463,10/09/2008 18:11:21,577,08/06/2008 21:36:25,920,25,,,lamp,ruby-on-rails,apache,apache2,,,open
188569,10/09/2008 18:29:07,5175,09/08/2008 10:47:07,86,3,,,asp.net,forms-authentication,,,,,open
188591,10/09/2008 18:32:50,26592,10/09/2008 18:27:02,1,0,,,c++,linux,,,,,open
188606,10/09/2008 18:35:54,26595,10/09/2008 18:35:54,1,0,,,junit,testing,tdd,java,,,open
188631,10/09/2008 18:42:59,26553,10/09/2008 16:02:24,13,0,,,files,,,,,,open
188673,10/09/2008 18:56:16,104779,10/08/2008 06:44:45,1,1,,,regex,apache,mod-rewrite,,,,open
188680,10/09/2008 18:58:23,4066,09/01/2008 16:06:15,654,38,,,vector-graphics,,,,,,open
188720,10/09/2008 19:07:10,26603,10/09/2008 19:01:36,1,0,,,sql,mysql,databases,,,,open
188802,10/09/2008 19:26:11,21365,09/23/2008 20:34:59,161,9,,,.net,debugging,ms-word,,,,open
188833,10/09/2008 19:32:14,7644,09/15/2008 14:07:54,279,39,,,autocomplete,linq,web-services,c#,,,open
188853,10/09/2008 19:36:55,83,08/01/2008 16:31:56,1739,99,,,php,iis,,,,,open
188886,10/09/2008 19:45:22,13055,09/16/2008 16:50:12,156,10,,,django,,,,,,open
188896,10/09/2008 19:46:50,12448,09/16/2008 14:24:12,728,13,,,perl,iis,,,,,open
188938,10/09/2008 19:56:14,17577,09/18/2008 11:57:33,143,15,,,software-tools,,,,,,open
188944,10/09/2008 19:57:44,2612,08/23/2008 15:44:45,125,2,,,java,swing,custom-renderer,,,,open
188968,10/09/2008 20:01:51,23976,10/01/2008 00:12:20,8,0,,,mssql,database,constraints,,,,open
189121,10/09/2008 20:41:52,4653,09/05/2008 00:53:33,184,4,,,c#,mvp,winforms,,,,open
189147,10/09/2008 20:47:43,685,08/07/2008 19:18:05,347,36,,,svn,visual-sourcesafe,,,,,open
189148,10/09/2008 20:47:55,22704,09/26/2008 14:00:38,374,25,,,servlets,,,,,,open
189156,10/09/2008 20:49:24,536,08/06/2008 15:30:22,1249,61,,,coupling,design,design-patterns,,,,open
189186,10/09/2008 20:57:28,2915,08/25/2008 23:15:12,7041,254,,,graphics,vector-graphics,3d,eyecandy,c,,open
189237,10/09/2008 21:13:53,8027,09/15/2008 14:57:24,132,16,,,math,statistics,,,,,open
189239,10/09/2008 21:14:06,9642,09/15/2008 19:26:50,118,5,,,c#,.net,file,stream,filestream,,open
189321,10/09/2008 21:39:52,18818,09/19/2008 13:01:45,11,2,,,graduate,masters,,,,05/24/2012 10:56:29,not constructive
189339,10/09/2008 21:49:34,11927,09/16/2008 12:24:14,86,7,,,drupal,css,,,,,open
189363,10/09/2008 21:58:45,13009,09/16/2008 16:37:56,271,14,,,regex,search,string,notepad++,,,open
189430,10/09/2008 22:23:49,1100,08/12/2008 11:58:29,427,20,,,javascript,howto,,,,,open
189557,10/09/2008 23:16:23,11142,09/16/2008 05:29:31,1098,150,,,sql,oracle,java,,,,open
189562,10/09/2008 23:19:00,14648,09/17/2008 01:45:09,1950,54,,,debugging,,,,,,open
189623,10/09/2008 23:50:03,19956,09/21/2008 13:44:33,6,0,,,wcf,security,authentication,,,,open
189644,10/10/2008 00:01:53,12950,09/16/2008 16:22:14,760,52,,,asp.net,architecture,product,web-applications,c#,,open
189654,10/10/2008 00:05:40,1574,08/16/2008 19:31:12,1567,61,,,asp.net,,,,,,open
189680,10/10/2008 00:21:54,21566,09/24/2008 09:12:19,110,8,,,database,sql,localization,,,,open
189751,10/10/2008 00:51:00,26683,10/10/2008 00:37:24,1,0,,,google-app-engine,,,,,,open
189816,10/10/2008 01:22:08,25368,10/06/2008 01:10:51,6,0,,,solaris,,,,,,open
189831,10/10/2008 01:33:25,15396,09/17/2008 08:56:42,121,12,,,sql-server,ssis,,,,,open
189851,10/10/2008 01:48:44,1965,08/19/2008 15:51:08,6720,393,,,visualbasic,asp.net,,,,,open
189853,10/10/2008 01:50:43,6048,09/12/2008 04:27:32,66,3,,,database,architecture,query-optimization,,,,open
189889,10/10/2008 02:15:16,12983,09/16/2008 16:30:55,51,4,,,java,,,,,,open
189906,10/10/2008 02:22:49,18274,09/18/2008 21:30:01,21,3,,,debian,linux,svn,version-control,dreamhost,,open
189934,10/10/2008 02:35:32,232,08/03/2008 20:02:07,388,29,,,vb6,c#,http,xml,,,open
189954,10/10/2008 02:43:38,5836,09/11/2008 13:41:27,243,18,,,vb.net,c#,asp.net-mvc,,,,open
190007,10/10/2008 03:22:10,8217,09/15/2008 15:26:16,381,11,,,java,junit,unit-testing,testing,,,open
190030,10/10/2008 03:34:17,18524,09/19/2008 04:16:41,1,0,,,consulting,business,,,,05/06/2012 23:08:39,off topic
190059,10/10/2008 03:46:31,9042,09/15/2008 17:33:41,131,19,,,c++,runtime,visual-c++,,,,open
190157,10/10/2008 04:47:37,23501,09/29/2008 16:02:44,1303,77,,,mvc,,,,,,open
190204,10/10/2008 05:18:41,23072,09/27/2008 21:54:26,423,45,,,java,regexp,,,,,open
190207,10/10/2008 05:20:04,15063,09/17/2008 05:35:41,60,4,,,php,,,,,,open
190224,10/10/2008 05:28:07,3056,08/26/2008 13:54:57,256,11,,,java,junit,unit-testing,,,,open
190229,10/10/2008 05:29:51,5324,09/09/2008 06:49:51,1875,93,,,c,linux,,,,,open
190270,10/10/2008 05:48:03,3314,08/27/2008 20:05:23,474,19,,,iis,.net-2.0,installation,,,,open
190334,10/10/2008 06:40:22,26732,10/10/2008 06:40:22,1,0,,,tapi,h.323,video-streaming,webcam,,,open
190344,10/10/2008 06:50:27,438025,09/13/2008 06:06:06,99,9,,,wpf,fonts,,,,,open
190349,10/10/2008 06:52:10,1816,08/18/2008 17:35:38,797,52,,,c#,multicore,runtime-environment,,,,open
190380,10/10/2008 07:13:50,14013,09/16/2008 21:41:41,80,3,,,java,linked-list,collections,,,,open
190440,10/10/2008 07:41:55,920,08/10/2008 12:52:43,160,13,,,wcf,wsdl,ws-security,ws-addressing,,,open
190454,10/10/2008 07:49:23,9021,09/15/2008 17:31:26,3067,102,,,svn,,,,,,open
190593,10/10/2008 09:04:46,26126,10/08/2008 12:43:18,21,1,,,asp.net,c#,,,,,open
190644,10/10/2008 09:35:46,26762,10/10/2008 09:35:45,1,0,,,jetty,xml,java,jdbc,jndi,,open
190662,10/10/2008 09:48:22,18818,09/19/2008 13:01:45,63,2,,,osx,virtualization,hardware,iphone,,,open
190675,10/10/2008 09:56:47,26763,10/10/2008 09:48:50,1,0,,,python,google-app-engine,image,analysis,,,open
190748,10/10/2008 10:33:06,4086,09/01/2008 18:01:18,3240,144,,,c++,,,,,,open
190816,10/10/2008 10:53:34,24092,10/01/2008 11:07:44,26,0,,,asp.net,data-binding,,,,,open
190839,10/10/2008 11:01:59,16206,09/17/2008 15:23:29,153,24,,,microsoft-dynamics-crm,crm,review,opinions,microsoft,07/20/2012 16:29:04,not constructive
190875,10/10/2008 11:16:27,20400,09/22/2008 12:12:36,1108,59,,,design,over-design,ockhams-razor,,,,open
190890,10/10/2008 11:23:35,26107,10/08/2008 11:31:38,38,0,,,html,xhtml,,,,,open
190911,10/10/2008 11:34:25,1367,08/14/2008 18:33:20,774,31,,,asp.net,master-pages,,,,,open
190963,10/10/2008 11:57:44,2183,08/20/2008 19:42:13,574,16,,,iphone,objectivec,cocoa-touch,keychain,,,open
190999,10/10/2008 12:14:22,392,08/05/2008 12:29:07,1990,73,,,css,vector-graphics,svg,,,,open
191010,10/10/2008 12:18:32,985,08/11/2008 12:12:42,218,23,,,python,,,,,,open
191013,10/10/2008 12:20:32,5932,09/11/2008 17:43:38,216,11,,,c#,anonymous-types,,,,,open
